transaction_id,account_id,timestamp,amount_inr,merchant_name,merchant_category,transaction_type,city,hour_of_day,day_of_week,is_international,velocity_flag,geo_anomaly_flag,high_amount_flag,fraud_label,fraud_reason
TXN500031,ACC212512,2023-10-16 20:43:00,829.25,Ola Cabs,Transport,Credit Card,Delhi,20,Monday,No,No,No,No,0,
TXN500032,ACC568127,2023-10-13 18:44:00,779.53,Flipkart,E-commerce,UPI,Hyderabad,18,Friday,No,No,No,No,0,
TXN500033,ACC272529,2023-08-01 02:07:00,326.27,Spotify,Subscription,Credit Card,Ahmedabad,2,Tuesday,No,No,No,No,0,
TXN500034,ACC512151,2023-12-23 14:20:00,635.51,Swiggy,Food Delivery,UPI,Bangalore,14,Saturday,No,No,No,No,0,
TXN500035,ACC826420,2023-10-10 05:21:00,951.01,Paytm Mall,E-commerce,Net Banking,Kolkata,5,Tuesday,No,No,No,No,0,
TXN500036,ACC907236,2023-08-19 18:27:00,272.28,AbroadMerchant_TK,International,ATM,London,18,Saturday,Yes,Yes,Yes,No,1,Location anomaly
TXN500037,ACC560285,2023-04-06 11:20:00,1732.14,IRCTC,Travel,UPI,Kolkata,11,Thursday,No,No,No,No,0,
TXN500038,ACC769752,2023-06-28 11:54:00,1253.86,PhonePe Wallet,Wallet,Credit Card,Bangalore,11,Wednesday,No,No,No,No,0,
TXN500039,ACC221886,2023-03-01 05:23:00,7110.72,VPN_Service_Anon,Digital,NEFT,Unknown,5,Wednesday,Yes,No,Yes,No,1,Velocity breach
TXN500040,ACC793939,2023-04-06 15:40:00,9213.86,Paytm Mall,E-commerce,Debit Card,Pune,15,Thursday,No,No,No,No,0,
TXN500041,ACC103642,2023-11-14 01:55:00,6991.27,Myntra,Apparel,UPI,Kolkata,1,Tuesday,No,No,No,No,0,
TXN500042,ACC863214,2023-09-08 05:05:00,619.58,Flipkart,E-commerce,Net Banking,Bangalore,5,Friday,No,No,No,No,0,
TXN500043,ACC948799,2023-10-09 16:07:00,272.7,Flipkart,E-commerce,UPI,Ahmedabad,16,Monday,No,No,No,No,0,
TXN500044,ACC665497,2023-02-22 23:53:00,1998.66,Ola Cabs,Transport,Net Banking,Delhi,23,Wednesday,No,No,No,No,0,
TXN500045,ACC967161,2023-05-02 06:51:00,733.73,Uber,Transport,Debit Card,Bangalore,6,Tuesday,No,No,No,No,0,
TXN500046,ACC240718,2023-10-19 11:34:00,1959.05,BookMyShow,Entertainment,Debit Card,Delhi,11,Thursday,No,No,No,No,0,
TXN500047,ACC501058,2023-01-31 08:55:00,1738.85,Ola Cabs,Transport,Net Banking,Kolkata,8,Tuesday,No,No,No,No,0,
TXN500048,ACC653829,2023-11-18 13:24:00,1549.32,PhonePe Wallet,Wallet,Net Banking,Hyderabad,13,Saturday,No,No,No,No,0,
TXN500049,ACC575458,2023-10-25 00:55:00,1945.69,Netflix,Subscription,UPI,Delhi,0,Wednesday,No,No,No,No,0,
TXN500050,ACC785280,2023-04-19 15:17:00,9359.85,Myntra,Apparel,UPI,Hyderabad,15,Wednesday,No,No,No,No,0,
TXN500051,ACC451317,2023-02-20 20:50:00,946.18,Spotify,Subscription,Debit Card,Kolkata,20,Monday,No,No,No,No,0,
TXN500052,ACC200018,2023-11-29 09:10:00,1326.45,Spotify,Subscription,UPI,Bangalore,9,Wednesday,No,No,No,No,0,
TXN500053,ACC221886,2023-12-25 07:27:00,235.61,Ola Cabs,Transport,UPI,Ahmedabad,7,Monday,No,No,No,No,0,
TXN500054,ACC584838,2023-03-03 13:44:00,23910.65,IntlCharge_8827,International,NEFT,London,13,Friday,Yes,Yes,Yes,Yes,1,Location anomaly
TXN500055,ACC176577,2023-06-03 04:24:00,32096.09,IntlCharge_8827,International,ATM,Kuala Lumpur,4,Saturday,Yes,Yes,Yes,Yes,1,Off-hours
TXN500056,ACC700705,2023-08-14 11:46:00,345.18,IRCTC,Travel,UPI,Delhi,11,Monday,No,No,No,No,0,
TXN500057,ACC443856,2023-10-29 23:24:00,1928.33,Myntra,Apparel,UPI,Chennai,23,Sunday,No,No,No,No,0,
TXN500058,ACC674251,2023-12-20 00:54:00,8623.79,Spotify,Subscription,UPI,Pune,0,Wednesday,No,No,No,No,0,
TXN500059,ACC894139,2023-09-11 12:07:00,25003.65,IntlCharge_8827,International,Card-Not-Present,New York,12,Monday,Yes,No,Yes,Yes,1,Location anomaly
TXN500060,ACC195359,2023-03-09 12:55:00,1158.34,Spotify,Subscription,UPI,Mumbai,12,Thursday,No,No,No,No,0,
TXN500061,ACC185847,2023-04-21 01:59:00,47435.62,UnknownMerchant_XYZ,Unknown,UPI,Unknown,1,Friday,Yes,No,Yes,Yes,1,Off-hours
TXN500062,ACC793939,2023-12-26 12:05:00,1251.29,Ola Cabs,Transport,UPI,Bangalore,12,Tuesday,No,No,No,No,0,
TXN500063,ACC590755,2023-06-08 22:27:00,1909.18,Uber,Transport,UPI,Ahmedabad,22,Thursday,No,No,No,No,0,
TXN500064,ACC315379,2023-12-08 23:42:00,2147.56,Uber,Transport,UPI,Hyderabad,23,Friday,No,No,No,No,0,
TXN500065,ACC724756,2023-03-27 11:08:00,1573.19,Uber,Transport,Net Banking,Hyderabad,11,Monday,No,No,No,No,0,
TXN500066,ACC628705,2023-05-15 22:36:00,937.64,Ola Cabs,Transport,Debit Card,Hyderabad,22,Monday,No,No,No,No,0,
TXN500067,ACC807160,2023-10-21 21:46:00,1042.21,Swiggy,Food Delivery,Net Banking,Mumbai,21,Saturday,No,No,No,No,0,
TXN500068,ACC346961,2023-04-02 01:35:00,6183.43,Netflix,Subscription,Credit Card,Hyderabad,1,Sunday,No,No,No,No,0,
TXN500069,ACC805200,2023-07-10 03:32:00,14758.38,Ola Cabs,Transport,Net Banking,Delhi,3,Monday,No,No,No,No,0,
TXN500070,ACC851742,2023-06-17 02:35:00,441.31,PhonePe Wallet,Wallet,Credit Card,Ahmedabad,2,Saturday,No,No,No,No,0,
TXN500071,ACC133782,2023-04-11 23:57:00,528.0,Paytm Mall,E-commerce,UPI,Hyderabad,23,Tuesday,No,No,No,No,0,
TXN500072,ACC139110,2023-06-21 00:48:00,1489.26,Ola Cabs,Transport,Net Banking,Kolkata,0,Wednesday,No,No,No,No,0,
TXN500073,ACC360096,2023-12-31 08:05:00,1063.53,Amazon,E-commerce,UPI,Ahmedabad,8,Sunday,No,No,No,No,0,
TXN500074,ACC453487,2023-09-16 04:40:00,3787.71,AbroadMerchant_TK,International,Card-Not-Present,New York,4,Saturday,Yes,Yes,Yes,No,1,Velocity breach
TXN500075,ACC925618,2023-06-11 12:44:00,670.21,Spotify,Subscription,UPI,Bangalore,12,Sunday,No,No,No,No,0,
TXN500076,ACC302544,2023-03-26 14:29:00,20354.9,CryptoExch_Anon,Crypto,UPI,New York,14,Sunday,Yes,Yes,Yes,Yes,1,High amount
TXN500077,ACC651033,2023-03-03 02:10:00,1408.91,Netflix,Subscription,UPI,Bangalore,2,Friday,No,No,No,No,0,
TXN500078,ACC366817,2023-07-22 16:03:00,14377.26,Ola Cabs,Transport,UPI,Chennai,16,Saturday,No,No,No,No,0,
TXN500079,ACC439320,2023-03-04 00:03:00,1572.87,Spotify,Subscription,UPI,Pune,0,Saturday,No,No,No,No,0,
TXN500080,ACC590755,2023-04-12 20:28:00,4644.24,IntlCharge_8827,International,Card-Not-Present,Singapore,20,Wednesday,Yes,Yes,Yes,No,1,High amount
TXN500081,ACC958136,2023-08-10 23:25:00,1522.61,AbroadMerchant_TK,International,NEFT,Kuala Lumpur,23,Thursday,Yes,Yes,Yes,No,1,Unknown merchant
TXN500082,ACC421709,2023-05-21 08:28:00,10414.62,MakeMyTrip,Travel,UPI,Kolkata,8,Sunday,No,No,No,No,0,
TXN500083,ACC853504,2023-05-24 12:08:00,438.94,Zomato,Food Delivery,UPI,Kolkata,12,Wednesday,No,No,No,No,0,
TXN500084,ACC891030,2023-09-06 11:58:00,807.34,Flipkart,E-commerce,Credit Card,Mumbai,11,Wednesday,No,No,No,No,0,
TXN500085,ACC963355,2023-09-29 11:49:00,49979.31,TempStore_7721,Unknown,Card-Not-Present,London,11,Friday,Yes,Yes,Yes,Yes,1,Velocity breach
TXN500086,ACC649787,2023-04-23 18:54:00,1873.65,Netflix,Subscription,UPI,Hyderabad,18,Sunday,No,No,No,No,0,
TXN500087,ACC295361,2023-12-27 22:22:00,14844.08,Flipkart,E-commerce,Debit Card,Pune,22,Wednesday,No,No,No,No,0,
TXN500088,ACC114768,2023-01-29 07:38:00,982.08,IRCTC,Travel,UPI,Hyderabad,7,Sunday,No,No,No,No,0,
TXN500089,ACC947975,2023-01-31 00:09:00,266.3,Flipkart,E-commerce,Credit Card,Delhi,0,Tuesday,No,No,No,No,0,
TXN500090,ACC906325,2023-10-28 03:21:00,7679.29,BookMyShow,Entertainment,Debit Card,Hyderabad,3,Saturday,No,No,No,No,0,
TXN500091,ACC704095,2023-12-22 19:50:00,391.94,Myntra,Apparel,Debit Card,Bangalore,19,Friday,No,No,No,No,0,
TXN500092,ACC958136,2023-07-20 18:02:00,1224.66,BigBasket,Grocery,Debit Card,Ahmedabad,18,Thursday,No,No,No,No,0,
TXN500093,ACC270387,2023-05-02 11:20:00,1652.24,BigBasket,Grocery,UPI,Ahmedabad,11,Tuesday,No,No,No,No,0,
TXN500094,ACC329021,2023-12-21 02:22:00,7696.86,BookMyShow,Entertainment,Net Banking,Bangalore,2,Thursday,No,No,No,No,0,
TXN500095,ACC166857,2023-06-29 17:24:00,1588.02,Swiggy,Food Delivery,Net Banking,Bangalore,17,Thursday,No,No,No,No,0,
TXN500096,ACC139286,2023-05-31 00:20:00,47584.57,CryptoExch_Anon,Crypto,UPI,Dubai,0,Wednesday,Yes,Yes,Yes,Yes,1,High amount
TXN500097,ACC446747,2023-10-08 02:21:00,1791.79,Flipkart,E-commerce,Debit Card,Kolkata,2,Sunday,No,No,No,No,0,
TXN500098,ACC638179,2023-04-16 06:26:00,27727.36,VPN_Service_Anon,Digital,UPI,Kuala Lumpur,6,Sunday,Yes,No,Yes,Yes,1,Unknown merchant
TXN500099,ACC929179,2023-01-26 12:36:00,753.62,Paytm Mall,E-commerce,Debit Card,Ahmedabad,12,Thursday,No,No,No,No,0,
TXN500100,ACC769737,2023-03-29 20:18:00,23704.38,UnknownMerchant_XYZ,Unknown,UPI,Dubai,20,Wednesday,Yes,Yes,Yes,Yes,1,High amount
TXN500101,ACC651033,2023-02-16 20:34:00,770.33,Zomato,Food Delivery,Net Banking,Ahmedabad,20,Thursday,No,No,No,No,0,
TXN500102,ACC653829,2023-10-16 01:09:00,12506.34,Netflix,Subscription,UPI,Chennai,1,Monday,No,No,No,No,0,
TXN500103,ACC133276,2023-09-25 13:34:00,43350.49,VPN_Service_Anon,Digital,ATM,Unknown,13,Monday,Yes,Yes,Yes,Yes,1,Unknown merchant
TXN500104,ACC139286,2023-09-15 18:57:00,40031.69,TempStore_7721,Unknown,ATM,Kuala Lumpur,18,Friday,Yes,Yes,Yes,Yes,1,High amount
TXN500105,ACC111991,2023-04-19 06:08:00,1977.15,Amazon,E-commerce,Credit Card,Pune,6,Wednesday,No,No,No,No,0,
TXN500106,ACC386090,2023-02-14 12:35:00,1126.51,Zomato,Food Delivery,UPI,Kolkata,12,Tuesday,No,No,No,No,0,
TXN500107,ACC502206,2023-10-18 18:37:00,255.99,Netflix,Subscription,Net Banking,Hyderabad,18,Wednesday,No,No,No,No,0,
TXN500108,ACC297636,2023-10-20 19:30:00,10850.57,Amazon,E-commerce,Net Banking,Mumbai,19,Friday,No,No,No,No,0,
TXN500109,ACC638179,2023-12-20 07:03:00,776.26,Uber,Transport,Credit Card,Pune,7,Wednesday,No,No,No,No,0,
TXN500110,ACC409355,2023-04-27 04:19:00,914.07,Uber,Transport,Net Banking,Chennai,4,Thursday,No,No,No,No,0,
TXN500111,ACC540781,2023-09-06 16:55:00,6044.6,Myntra,Apparel,UPI,Bangalore,16,Wednesday,No,No,No,No,0,
TXN500112,ACC295361,2023-03-30 06:56:00,114.49,Spotify,Subscription,Credit Card,Chennai,6,Thursday,No,No,No,No,0,
TXN500113,ACC670892,2023-09-16 12:40:00,109.6,MakeMyTrip,Travel,UPI,Ahmedabad,12,Saturday,No,No,No,No,0,
TXN500114,ACC805448,2023-03-25 08:47:00,605.89,Spotify,Subscription,UPI,Chennai,8,Saturday,No,No,No,No,0,
TXN500115,ACC769737,2023-05-18 20:26:00,1571.59,Paytm Mall,E-commerce,UPI,Bangalore,20,Thursday,No,No,No,No,0,
TXN500116,ACC577079,2023-05-10 19:51:00,586.99,BookMyShow,Entertainment,Credit Card,Ahmedabad,19,Wednesday,No,No,No,No,0,
TXN500117,ACC645617,2023-12-13 16:52:00,1047.45,Flipkart,E-commerce,Credit Card,Pune,16,Wednesday,No,No,No,No,0,
TXN500118,ACC262656,2023-02-02 10:17:00,1329.43,Ola Cabs,Transport,Debit Card,Chennai,10,Thursday,No,No,No,No,0,
TXN500119,ACC663628,2023-01-30 19:25:00,99.64,Ola Cabs,Transport,Net Banking,Pune,19,Monday,No,No,No,No,0,
TXN500120,ACC109717,2023-10-26 22:36:00,8950.26,Spotify,Subscription,UPI,Hyderabad,22,Thursday,No,No,No,No,0,
TXN500121,ACC785436,2023-12-03 17:11:00,299.49,BookMyShow,Entertainment,UPI,Hyderabad,17,Sunday,No,No,No,No,0,
TXN500122,ACC515182,2023-04-25 23:55:00,21052.18,CryptoExch_Anon,Crypto,UPI,Singapore,23,Tuesday,Yes,Yes,Yes,Yes,1,Off-hours
TXN500123,ACC967161,2023-08-29 01:55:00,1187.97,Ola Cabs,Transport,UPI,Kolkata,1,Tuesday,No,No,No,No,0,
TXN500124,ACC669691,2023-03-19 04:12:00,1817.91,Myntra,Apparel,UPI,Bangalore,4,Sunday,No,No,No,No,0,
TXN500125,ACC347781,2023-06-10 20:03:00,458.3,Amazon,E-commerce,UPI,Ahmedabad,20,Saturday,No,No,No,No,0,
TXN500126,ACC287143,2023-11-21 13:25:00,123.56,Zomato,Food Delivery,Credit Card,Mumbai,13,Tuesday,No,No,No,No,0,
TXN500127,ACC876513,2023-04-08 00:43:00,535.21,Amazon,E-commerce,Net Banking,Delhi,0,Saturday,No,No,No,No,0,
TXN500128,ACC221886,2023-03-27 02:52:00,1469.27,Amazon,E-commerce,UPI,Kolkata,2,Monday,No,No,No,No,0,
TXN500129,ACC584838,2023-09-08 11:48:00,1818.44,IRCTC,Travel,Debit Card,Bangalore,11,Friday,No,No,No,No,0,
TXN500130,ACC116405,2023-03-28 03:23:00,1318.55,Uber,Transport,UPI,Mumbai,3,Tuesday,No,No,No,No,0,
TXN500131,ACC976822,2023-01-25 22:07:00,22243.05,AbroadMerchant_TK,International,UPI,Dubai,22,Wednesday,Yes,Yes,Yes,Yes,1,Velocity breach
TXN500132,ACC139110,2023-06-04 13:42:00,1341.84,Swiggy,Food Delivery,Credit Card,Delhi,13,Sunday,No,No,No,No,0,
TXN500133,ACC302544,2023-09-12 06:38:00,38908.27,IntlCharge_8827,International,ATM,New York,6,Tuesday,Yes,Yes,Yes,Yes,1,High amount
TXN500134,ACC695551,2023-10-08 15:58:00,1392.0,IRCTC,Travel,UPI,Delhi,15,Sunday,No,No,No,No,0,
TXN500135,ACC346961,2023-02-16 16:04:00,1306.46,Uber,Transport,Net Banking,Pune,16,Thursday,No,No,No,No,0,
TXN500136,ACC826420,2023-01-21 09:23:00,15669.41,VPN_Service_Anon,Digital,Card-Not-Present,Kuala Lumpur,9,Saturday,Yes,Yes,Yes,No,1,Location anomaly
TXN500137,ACC600646,2023-12-06 20:10:00,17908.14,CryptoExch_Anon,Crypto,UPI,Unknown,20,Wednesday,Yes,No,Yes,No,1,Location anomaly
TXN500138,ACC584838,2023-04-04 03:25:00,13058.73,Zomato,Food Delivery,UPI,Bangalore,3,Tuesday,No,No,No,No,0,
TXN500139,ACC240718,2023-03-23 03:26:00,4356.39,MakeMyTrip,Travel,UPI,Hyderabad,3,Thursday,No,No,No,No,0,
TXN500140,ACC801765,2023-09-05 15:07:00,22061.92,AbroadMerchant_TK,International,UPI,Dubai,15,Tuesday,Yes,No,Yes,Yes,1,Unknown merchant
TXN500141,ACC837449,2023-10-23 23:36:00,48894.91,IntlCharge_8827,International,UPI,Kuala Lumpur,23,Monday,Yes,No,Yes,Yes,1,Off-hours
TXN500142,ACC453487,2023-08-10 21:46:00,989.76,IRCTC,Travel,UPI,Mumbai,21,Thursday,No,No,No,No,0,
TXN500143,ACC116405,2023-08-29 15:55:00,195.99,BigBasket,Grocery,UPI,Chennai,15,Tuesday,No,No,No,No,0,
TXN500144,ACC864715,2023-05-01 02:29:00,1612.46,PhonePe Wallet,Wallet,UPI,Ahmedabad,2,Monday,No,No,No,No,0,
TXN500145,ACC807160,2023-07-26 13:02:00,1593.98,Paytm Mall,E-commerce,UPI,Chennai,13,Wednesday,No,No,No,No,0,
TXN500146,ACC685941,2023-07-06 01:52:00,1546.46,IRCTC,Travel,UPI,Ahmedabad,1,Thursday,No,No,No,No,0,
TXN500147,ACC260626,2023-01-02 10:22:00,48222.5,VPN_Service_Anon,Digital,UPI,Singapore,10,Monday,Yes,No,Yes,Yes,1,Location anomaly
TXN500148,ACC700705,2023-09-10 04:52:00,37137.68,VPN_Service_Anon,Digital,Card-Not-Present,Unknown,4,Sunday,Yes,Yes,Yes,Yes,1,Off-hours
TXN500149,ACC548479,2023-07-21 06:29:00,1573.77,Spotify,Subscription,Net Banking,Ahmedabad,6,Friday,No,No,No,No,0,
TXN500150,ACC116405,2023-03-10 15:00:00,1128.79,Paytm Mall,E-commerce,UPI,Bangalore,15,Friday,No,No,No,No,0,
TXN500151,ACC894068,2023-07-18 21:38:00,1033.01,Flipkart,E-commerce,Net Banking,Pune,21,Tuesday,No,No,No,No,0,
TXN500152,ACC257131,2023-08-20 04:08:00,1048.97,Zomato,Food Delivery,Debit Card,Chennai,4,Sunday,No,No,No,No,0,
TXN500153,ACC700521,2023-12-18 11:58:00,1951.6,Ola Cabs,Transport,Credit Card,Delhi,11,Monday,No,No,No,No,0,
TXN500154,ACC792282,2023-10-20 21:45:00,13407.2,Zomato,Food Delivery,UPI,Mumbai,21,Friday,No,No,No,No,0,
TXN500155,ACC163182,2023-03-16 01:42:00,10034.93,UnknownMerchant_XYZ,Unknown,UPI,London,1,Thursday,Yes,No,Yes,No,1,Unknown merchant
TXN500156,ACC992400,2023-12-20 09:13:00,749.43,Netflix,Subscription,Debit Card,Kolkata,9,Wednesday,No,No,No,No,0,
TXN500157,ACC311976,2023-12-21 21:03:00,794.09,MakeMyTrip,Travel,UPI,Mumbai,21,Thursday,No,No,No,No,0,
TXN500158,ACC233533,2023-04-26 20:45:00,1522.46,Uber,Transport,Net Banking,Pune,20,Wednesday,No,No,No,No,0,
TXN500159,ACC446747,2023-04-06 05:47:00,129.24,Paytm Mall,E-commerce,UPI,Pune,5,Thursday,No,No,No,No,0,
TXN500160,ACC379963,2023-01-21 04:59:00,1269.46,Myntra,Apparel,UPI,Ahmedabad,4,Saturday,No,No,No,No,0,
TXN500161,ACC218118,2023-12-29 10:33:00,4071.82,IRCTC,Travel,Credit Card,Delhi,10,Friday,No,No,No,No,0,
TXN500162,ACC331577,2023-12-06 10:21:00,622.47,Myntra,Apparel,UPI,Delhi,10,Wednesday,No,No,No,No,0,
TXN500163,ACC663628,2023-11-25 19:58:00,525.46,Flipkart,E-commerce,Credit Card,Kolkata,19,Saturday,No,No,No,No,0,
TXN500164,ACC969032,2023-01-13 16:52:00,1615.49,Netflix,Subscription,UPI,Hyderabad,16,Friday,No,No,No,No,0,
TXN500165,ACC929179,2023-03-27 17:34:00,31364.68,UnknownMerchant_XYZ,Unknown,ATM,London,17,Monday,Yes,No,Yes,Yes,1,High amount
TXN500166,ACC769737,2023-10-03 22:56:00,1310.79,Uber,Transport,Net Banking,Mumbai,22,Tuesday,No,No,No,No,0,
TXN500167,ACC412886,2023-02-14 02:03:00,1171.18,BigBasket,Grocery,Net Banking,Kolkata,2,Tuesday,No,No,No,No,0,
TXN500168,ACC777255,2023-08-10 10:01:00,1362.93,Zomato,Food Delivery,Credit Card,Delhi,10,Thursday,No,No,No,No,0,
TXN500169,ACC302544,2023-05-29 21:19:00,218.69,Flipkart,E-commerce,Debit Card,Ahmedabad,21,Monday,No,No,No,No,0,
TXN500170,ACC247442,2023-07-20 17:18:00,1832.63,Ola Cabs,Transport,UPI,Mumbai,17,Thursday,No,No,No,No,0,
TXN500171,ACC360096,2023-03-05 01:00:00,1896.61,Flipkart,E-commerce,Net Banking,Chennai,1,Sunday,No,No,No,No,0,
TXN500172,ACC205797,2023-03-14 05:11:00,1252.93,IRCTC,Travel,UPI,Ahmedabad,5,Tuesday,No,No,No,No,0,
TXN500173,ACC700521,2023-12-10 02:16:00,1182.16,Swiggy,Food Delivery,Credit Card,Delhi,2,Sunday,No,No,No,No,0,
TXN500174,ACC626930,2023-06-12 15:28:00,1189.13,Myntra,Apparel,Net Banking,Hyderabad,15,Monday,No,No,No,No,0,
TXN500175,ACC711474,2023-05-07 07:45:00,751.0,Uber,Transport,Net Banking,Ahmedabad,7,Sunday,No,No,No,No,0,
TXN500176,ACC221886,2023-09-07 17:06:00,209.85,BigBasket,Grocery,UPI,Pune,17,Thursday,No,No,No,No,0,
TXN500177,ACC270387,2023-02-08 00:54:00,1634.65,Paytm Mall,E-commerce,UPI,Mumbai,0,Wednesday,No,No,No,No,0,
TXN500178,ACC665979,2023-08-30 20:49:00,1555.68,BigBasket,Grocery,Net Banking,Bangalore,20,Wednesday,No,No,No,No,0,
TXN500179,ACC114768,2023-07-23 11:32:00,1703.56,Amazon,E-commerce,Net Banking,Bangalore,11,Sunday,No,No,No,No,0,
TXN500180,ACC705526,2023-10-17 21:55:00,4844.65,BigBasket,Grocery,UPI,Chennai,21,Tuesday,No,No,No,No,0,
TXN500181,ACC836038,2023-01-22 21:13:00,1820.07,Paytm Mall,E-commerce,UPI,Mumbai,21,Sunday,No,No,No,No,0,
TXN500182,ACC726822,2023-11-21 08:53:00,389.01,Uber,Transport,UPI,Delhi,8,Tuesday,No,No,No,No,0,
TXN500183,ACC577079,2023-09-22 12:22:00,999.38,Spotify,Subscription,Debit Card,Ahmedabad,12,Friday,No,No,No,No,0,
TXN500184,ACC722795,2023-11-26 08:13:00,756.33,BigBasket,Grocery,Credit Card,Kolkata,8,Sunday,No,No,No,No,0,
TXN500185,ACC262656,2023-12-12 15:30:00,1312.16,IRCTC,Travel,Debit Card,Bangalore,15,Tuesday,No,No,No,No,0,
TXN500186,ACC695551,2023-10-21 04:03:00,553.61,BigBasket,Grocery,UPI,Pune,4,Saturday,No,No,No,No,0,
TXN500187,ACC963355,2023-09-04 05:14:00,1186.16,Spotify,Subscription,UPI,Bangalore,5,Monday,No,No,No,No,0,
TXN500188,ACC123839,2023-11-02 18:04:00,8795.25,IRCTC,Travel,UPI,Bangalore,18,Thursday,No,No,No,No,0,
TXN500189,ACC359535,2023-11-11 19:02:00,25190.79,TempStore_7721,Unknown,Card-Not-Present,Dubai,19,Saturday,Yes,Yes,Yes,Yes,1,Velocity breach
